text,pred,label,msp,ood_score,cluster,x,y,z
The Gilboa-Conesville Central School District is a small rural school located in the Northern Catskill Mountains. There are about 375 students in grades K\u201312 housed in one building in Gilboa Schoharie County New York.There are no villages nor towns within the school district. The town of Prattsville has the only village atmosphere in the district. Because no students live within walking distance of the school almost all take the school bus to school.,1,1,0.9999037962162988,-8.74700289129e-05,13,-0.005733912,0.08807842,-0.0806981
Augusto Espinosa Valderrama (5 June 1919 \u2014 1986) was a Colombian lawyer and politician who served as Liberal Party Representative Senator and President of the Senate in the Congress of Colombia. He also served as the 13th Permanent Representative of Colombia to the United Nations and as the 17th Ambassador of Colombia to the United Kingdom.,2,4,0.9995368602095204,0.0005139049676857,6,0.40240374,0.2705332,-0.20643584
The Bremer County Court House in Waverly Iowa United States was built in 1937. It was listed on the National Register of Historic Places in 2003 as a part of the PWA-Era County Courthouses of IA Multiple Properties Submission. The courthouse is the fourth building the county has used for court functions and county administration.,1,6,0.9971971404945624,0.0043484944046237,13,-0.40625915,0.1699439,0.4310293
Collita gina is a moth of the Arctiidae family. It is found in Japan (Honshu Tsushima island).The wingspan is 17\u201319 mm. The forewings and hindwings are grey-brown.,1,9,0.9640836097796216,0.0586185825213608,7,-0.31691673,0.057341024,0.009132205
The Journal of Statistical Mechanics: Theory and Experiment is a peer-reviewed scientific journal published by the International School for Advanced Studies and IOP Publishing. The journal is targeted to scientists interested in different aspects of statistical physics. The editor-in-chief is Marc Mezard (CNRS and University of Paris-Sud).,0,13,0.9641975728885632,0.0584318072717638,10,-0.6229129,-0.065395676,0.27903843
A.S.A. Crew (\u30a8\u30fc\u30fb\u30a8\u30b9\u30fb\u30a8\u30fc\u30fb\u30af\u30eb\u30fc) is the first studio album by Japanese hardcore punk band Maximum the Hormone.,2,11,0.9987036463405052,0.0018794672956901,10,-0.21005468,-0.37395155,0.24887687
HMS Lily was an Arab-class composite gunvessel built for the Royal Navy. She was launched in 1874 saw service in Chinese and North American waters and was wrecked on the coast of Labrador on 16 September 1888.,0,5,0.9988585490401504,0.0016255957520111,0,0.18202674,-0.102660194,0.17623527
Teleperformance is a global customer service technical support call center debt collection and social media company with headquarters in Paris France.The company operates about 100000 computerized workstations with more than 148571 employees across 270 contact centers in 62 countries. The company conducts programs in more than 63 different languages and dialects in various industries.,0,0,0.9997686049890736,0.0001340961905663,4,0.32942918,-1.0559007,0.6916276
Debipaksha is a 2004 Bengali film directed by Raja Sen and produced by Ashok Basu Raja Sen and Sumanta Chowdhury. Partha Sengupta composed the music.It tells the story of Haimanti a lady from a pious family who is molested by a local goon. She has to face troubles to establish a new life for herself away from her family. Later she returns home with a plot to enact her revenge on the criminal.,2,12,0.9867909622789834,0.0214032812704389,1,-0.110011704,0.18964027,-0.16924761
Russ Warren (American b. 1951) is a contemporary figurative painter who has exhibited extensively throughout the U.S. and abroad notably in the 1981 Whitney Biennial and the 1984 Venice Biennale. A painter in the Neo-Expressionist style he has drawn inspiration from Spanish masters such as Vel\u00e1zquez Goya and Picasso as well as from Mexican folk art and the American southwest.,2,2,0.9997450776763436,0.0001726553326282,8,0.5510607,0.071385786,-0.54674524
Bulbophyllum linearilabium is a species of orchid in the genus Bulbophyllum.,0,10,0.6947570321600268,0.5000205346544725,13,-0.2250321,0.12975743,0.0797105
Shawnee Community College (SCC) located in Ullin Illinois is one of 48 two-year open-admission colleges of the Illinois Community College System (ICCS) organized under the Illinois Public Community College Act.,1,1,0.9999041956547507,-8.81246724836e-05,2,-0.5700471,0.09901266,-0.0208314
Daniels Mill is a historic mill complex located at Daniels Howard County Maryland in a sheltered wooded valley of the upper Patapsco River. The complex consists of seven early industrial structures several concrete block and brick structures of 20th century date and Gary Memorial United Methodist Church a granite church built in the High Victorian Gothic style with an off-center tower entrance on the west gable.,0,6,0.9696080648082448,0.0495644993497026,11,-0.0422339,-0.36718854,0.49461415
Marcos Paulo Alves (born 11 May 1977) is a Brazilian footballer. He had represented Brazil national football team.,3,3,0.9996635407982684,0.0003062869165266,3,0.66284174,-0.81939095,-0.4823313
Levi Yehoshua Shapiro (Yiddish: \u05dc. \u05e9\u05d0\u05b7\u05e4\u05bc\u05d9\u05e8\u05d0\u05b8 born 1878 died 1948) better known as Lamed Shapiro (that is the initial for the Hebrew letter lamed) was an American Yiddish-language writer. His stories are best known for such themes as murder rape and cannibalism.,2,2,0.9997297372100248,0.0001977969723416,0,-0.0022719104,0.16004166,-0.062095698
Castillejos National High School is a school located in Castillejos Zambales Philippines. It provides education from 1st year high school to 4th year high school. Beside the school was the Villafor Elementary School. You can also find the Ramon Magsaysay Technological University in the school campus. The school has different clubs that student can join in.,1,1,0.9999035890871678,-8.71305629621e-05,12,0.04951549,0.27570635,-0.018652938
Daydream (\u767d\u65e5\u5922 Hakujitsumu) (1981) is a Japanese film. A remake by director Tetsuji Takechi of his ground-breaking 1964 Pink film of the same title this film is considered the first hardcore theatrical release in Japan.,2,12,0.9837738125885992,0.0263481172943625,10,-0.26289675,-0.08735911,0.94782746
Keith Paul Narkle (born 20 November 1952) is a former Australian rules football player of indigenous background who played for the Swan Districts Football Club in the West Australian Football League (WAFL) during the 1970s and 1980s. Keith played in the 1982\u201383\u201384 premiership sides for Swans captaining them to the 1983 and 1984 premierships.Keith is the older brother of Phil Narkle who also played for Swan Districts Football Club.,3,3,0.9996657240294456,0.0003027087976787,3,0.35011575,-0.3924796,-0.25068387
Prison Train is a 1938 American crime drama film directed by Gordon Wiles. Released by Equity Pictures Corporation the film stars Fred Keating and Dorothy Comingore. Burlesque dancer Faith Bacon also appears in the film. It was her first and last film role.,2,12,0.9987758001112756,0.001761213777774,1,-0.06623443,0.12476053,-0.27005726
Acres of Skin: Human Experiments at Holmesburg Prison is a 1998 book by Allen Hornblum. The book documents clinical non-therapeutic medical experiments on prison inmates at Holmesburg Prison in Philadelphia from 1951 to 1974 conducted under the direction of dermatologist Albert Kligman. The title of the book is a reference to Kligman's reaction on seeing hundreds of prisoners when he entered the prison: All I saw before me were acres of skin ...,2,13,0.9988704527326744,0.0016060866743548,1,-0.12293706,0.1195426,-0.05695806
Gun Lake is a lake in the U.S. state of Michigan located mostly in Barry County with the southwestern tip extending into Allegan County. Along most of the lake are numerous summer homes cottages and permanent residences. The Yankee Springs Recreation Area is based on northeastern portions of the lake. Gun Lake is the location of a State Park with a boat launch two beaches a campground and picnic areas.,0,7,0.6274338949254586,0.6103570802034095,7,-0.06483718,-0.20073944,0.12021108
Ursuline Academy in Springfield Illinois was a Catholic high school that operated from 1857 until 2007. In its final years it was affiliated with Springfield College in Illinois (SCI). Ursuline Academy billed itself as a college preparatory school. One offshoot of its partnership with SCI was a program which allowed high school students to simultaneously receive high school and college credit for courses.,1,1,0.9999049062712144,-8.92893087295e-05,12,0.1469018,0.10993283,-0.15775426
Aureus University School of Medicine (previously named All Saints University of Medicine) is a private university located in Oranjestad Aruba in the Caribbean. Aureus confers upon its graduates the Doctor of Medicine (MD) degree.,1,1,0.9999047056709842,-8.89605430577e-05,2,0.01794909,0.118690744,-0.03297069
Pioneer Go Home! is a satirical novel by Richard P. Powell first published in 1959. The novel follows a New Jersey family The Kwimpers who relocate to Columbiana a fictional state that resembles Florida and squat on the side of a highway where a new bridge is being built outraging local officials. The book was adapted into a play by Herman Raucher and also an Elvis Presley movie Follow that Dream.,2,13,0.9995271615103096,0.0005298002603175,1,0.35631853,0.582505,-0.22503278
E.G. Kight (born January 17 1966) is an American Chicago blues singer guitarist and songwriter. She has worked with many musicians including George Jones Jerry Lee Lewis Conway Twitty Merle Haggard Luther Allison Hubert Sumlin Pinetop Perkins Taj Mahal B.B. King and Koko Taylor. Kight has recorded seven albums to date and received a number of Blues Music Awards nominations for both contemporary female artist and song of the year.Kight is billed as the 'Georgia Songbird'.,2,2,0.9997534669446044,0.0001589060791381,8,0.22388276,0.15763432,-0.23390873
The Newcastle Main Post Office in Newcastle Wyoming was built in 1932 as part of a facilities improvement program by the United States Post Office Department. The post office in Newcastle was nominated to the National Register of Historic Places as part of a thematic study comprising twelve Wyoming post offices built to standardized USPO plans in the early twentieth century.,0,6,0.9943588307093952,0.0090002279654342,2,-0.29581532,-0.155546,0.30175087
Almost a Gentleman is a 1938 British comedy film directed by Oswald Mitchell and starring Billy Bennett Kathleen Harrison and Gibb McLaughlin.,2,12,0.9983007523147628,0.002539774239911,8,-0.0034986374,0.17843457,-0.30404535
Duplicaria angolensis is a species of sea snail a marine gastropod mollusk in the family Terebridae the auger snails.,0,9,0.9406522497629186,0.0970204667465215,6,0.3100043,-0.09566063,-0.38885757
Married 2 America is a 2012 Hindi-language drama film directed by Dilip Shankar featuring Jackie Shroff Archana Joglekar Anjali Malhotra Shweta Tiwari Raghuveer Yadav Chetan Pandit in the lead roles. The film was released on February 17 2012 to mixed reviews.,2,12,0.9982576404234008,0.0026104307387071,1,-0.15766919,0.23025545,-0.2017986
Baewha Women's University is a private Christian university located in Jongno-gu Seoul South Korea. Enrollment fluctuates around 1350 and is restricted to women. Courses of study are offered in interpretation (English Japanese and Chinese) traditional cuisine clothing business management secretarial studies e-commerce nutrition early childhood education and applied information processing.,1,1,0.9999008263422332,-8.26026733711e-05,2,-0.18512875,0.20132834,0.026129927
The Grauer's large-headed shrew (Paracrocidura graueri) is a species of mammal in the Soricidae family. It is endemic to Democratic Republic of the Congo. Its natural habitat is subtropical or tropical moist montane forests.,0,9,0.9323748311129612,0.1105864088195493,6,0.030124359,0.49922895,-0.20367809
Alfred Ernest Fripp (June 29 1866 \u2013 March 25 1938) was a Canadian lawyer and politician.Born in Ottawa Ontario the son of Sidney Bowles Fripp he was first elected to the Canadian House of Commons in the riding of Ottawa (City of) in the 1911 federal elections. A Conservative he was re-elected in 1917 but was defeated in 1921. He was summoned to the Canadian Senate in 1933 representing the senatorial division of Ottawa Ontario.,2,4,0.9976257330700862,0.0036460698567829996,0,0.28364038,0.18468104,-0.13693655
Nnedi Okorafor (full name: Nnedimma Nkemdili Okorafor (also previously known as Nnedi Okorafor-Mbachu) is a Nigerian-American writer of fantasy science fiction and speculative fiction.,2,2,0.9996790781333572,0.0002808226266679,6,0.20794429,0.28205836,-0.16019256
Arnold Sj\u00f6strand (30 June 1903 \u2013 1 February 1955) was a Swedish actor and film director. He appeared in 33 films between 1931 and 1952.,2,2,0.999723841450974,0.0002074595892927,8,0.26416206,0.049872976,-0.08753011
12 Memories is the fourth studio album from Scottish alternative rock band Travis. The album was released on October 11 2003 on Epic Records. In comparison the album is a much more mature and lyrically darker album focusing on issues such as the 2003 Iraq invasion politicians psychological crisis and domestic abuse.,2,11,0.9994849059118779,0.000599053372287,1,-0.082033984,0.22328334,-0.084518425
Villa Joseph Marie High School is a private Roman Catholic all-girls high school in Holland Pennsylvania. It is independent of the Archdiocese of Philadelphia.,1,1,0.9999046073440788,-8.87993941345e-05,12,-0.062334396,0.25505975,-0.365164
Shukufuku no Campanella (\u795d\u798f\u306e\u30ab\u30f3\u30d1\u30cd\u30e9 lit. The Campanella of the Blessing) is a Japanese visual novel developed by Windmill. It was first released as an adult video game for Microsoft Windows on January 30 2009 and it will be followed by an all-ages release scheduled for the PlayStation Portable.,2,13,0.9417122261527181,0.0952832611138368,11,0.0568965,-0.21794812,-0.032859765
The Joon Aryk (Kyrgyz: \u0416\u043e\u043e\u043d \u0410\u0440\u044b\u043a) is a river in Kochkor District of Naryn Province of Kyrgyzstan. It is formed by confluence of Kara-Kujur and Telek rivers. The length of the river is 34.8 km (22 mi) basin area - 1340 square kilometers and average annual discharge - 11.4 cubic meters per second. Chu River is formed by the confluence of Kochkor River and Joon Aryk near village Kochkor.,0,7,0.95161325608741,0.0790563666872711,7,-0.23890813,-0.06338486,-0.13298182
Frost Meadowcroft is a professional services company specialising in commercial property consultancy. Its offices are at 22 St Peter's Square former offices of Island Records and at 96 Kensington High Street. It specialises in offices and commercial property investments in the area west of west end including Paddington Kensington Chelsea Hammersmith Fulham and Chiswick.,0,0,0.9997541813731159,0.0001577351952898,4,0.25233483,-0.506653,0.5569395
Live in America is the first live album by the progressive rock supergroup Transatlantic. Released in 2001 it documents the United States tour in support of their album SMPT:e. Because the group had only released one studio album at the time numerous cover songs are present on the album.The live album was recorded at the 930 Club in Washington D.C on June 24 2000.,2,11,0.9986289178579622,0.0020019405338162,10,-0.16492447,-0.22313306,0.19724253
Spencer Dale (born 12 January 1967) is Executive Director and chief economist of the Bank of England.He was educated at the University of Wales (University College Cardiff) gaining BSc in Economics in 1988 and at the University of Warwick gaining an MSc in Economics in 1989 whereupon he immediately joined the Bank of England. He was appointed to his current position on 1 July 2008.,2,4,0.978771003393922,0.0345472700263257,6,0.21972317,0.25583637,-0.38332275
Gaedikeia are a genus of insect belonging to the family Tineidae.,0,9,0.95728020025893,0.0697687566710351,11,-0.02339898,-0.2617492,0.15490736
About this sound Mosty u Jablunkova (Polish: Mosty ko\u0142o Jab\u0142onkowa  German: Mosty bei Jablunkau) (1920-1949: Mosty) is a village in the Moravian-Silesian Region of the Czech Republic located in the Jablunkov Pass. It has 3937 inhabitants 18.3% of the population are the Poles. 83.9% of the population are religious of whom 93.8% are Catholic. It lies in the historical region of Cieszyn Silesia on the slopes of the Silesian Beskids mountain range.,1,8,0.9987125164925388,0.0018649299170996,2,0.035759203,0.019004134,0.06966704
Eugenia pearsoniana is a species of plant in the Myrtaceae family. It is endemic to Malaysia. It is threatened by habitat loss.,0,10,0.9065515491704812,0.15290843719357,13,-0.49385023,0.106203586,0.16532929
The Nova Southeastern University College of Osteopathic Medicine is the graduate medical school of Nova Southeastern University. It is located in Davie in the U.S. state of Florida.The College of Osteopathic Medicine is part of the Health Professions Division of the university.,1,1,0.9999036067735848,-8.71595494032e-05,12,-0.01314911,0.18516153,-0.057762127
The Ulla River (r\u00edo Ulla in Galician and Spanish) is a river in Galicia Spain.Its source is sometimes given as Antas de Ulla es:Antas de Ulla and sometimes the neighbouring municipality of Monterroso. It flows to R\u00eda de Arosa. Its basin is the largest in Galicia after the Minho River. Tributaries include the River Deza and the River Arnego.The river is also valued by archaeologists owing to the large number of artifacts dating as far back as the Neolithic discovered here.,0,7,0.8130971993753986,0.3060716816066194,0,0.1162945,0.1549347,-0.15694135
Hertel Wax is an American company which produces ski wax snowboard wax skate wax and accessories. The company is owned by Terry Hertel and is based in Sunnyvale California.Terry Hertel founded the company in California in 1972; Hertel wax was the first producer of all-temperature ski and snowboard waxes. The company approach was to micro-encapsulate tiny water soluble surfactants into the wax. The company holds a patent on the first fluorocarbon waxes introduced in 1986.,0,0,0.9996957521898504,0.0002534953530244,11,0.13883613,-0.35990965,0.28106314
Bandwings or band-winged grasshoppers (subfamily Oedipodinae) is a group of insects classified under the family Acrididae. They are sometimes elevated to full family status as Oedipodidae. They inhabit primarily xeric weedy fields.These species are colorful usually with hindwings that are yellow or red and edged with black. Others have black hindwings with pale edges and a few species (including the most economically important ones) have clear hindwings.,0,9,0.9768868459174508,0.0376352340720251,13,-0.07212873,-0.052231833,0.039525915
Jason Gomillion Wright (born July 12 1982) is a former American football running back who played in the National Football League. He was signed by the San Francisco 49ers as an undrafted free agent in 2004. He played college football at Northwestern.Wright has also played for the Atlanta Falcons and Cleveland Browns. He is currently pursuing his MBA at Chicago Booth.,3,3,0.9996637575181432,0.0003059317322122,13,-0.06929707,0.12999886,-0.37046403
Jose Sumulong Cojuangco Jr. (born September 19 1934) more popularly known as Peping Cojuangco is a former Philippine Congressman and the current president of the Philippine Olympic Committee.,2,4,0.974893804779553,0.0409016486112996,0,0.32414272,0.26768383,-0.18932831
Undead Labs is a Seattle Washington based game development studio which was founded in 2009 by Jeff Strain a former Blizzard employee and one of the co-founders of ArenaNet.,0,0,0.9997534365541044,0.0001589558864247,11,0.55145586,-0.31547442,0.2196223
Ace Ventura Jr: Pet Detective (also known as Ace Ventura Jr. and Ace Ventura 3) is a 2009 telefilm and the third installment in the Ace Ventura film series. It is a direct to video spin-off sequel to the films Ace Ventura: Pet Detective and Ace Ventura: When Nature Calls although Jim Carrey does not appear in the film. The film began production in Orlando Florida on September 17 2007 was directed by David M. Evans and written by Jeff Sank Jason Heimberg and Justin Heimberg.,2,12,0.9254463275077256,0.1219416008831853,10,-0.31491506,-0.16219017,-0.07952283
Leptotes mogyensis is a species of orchid endemic to southeastern Brazil.,0,10,0.7475724019327924,0.4134609105491285,13,-0.31904906,0.47321704,-0.25388852
Moose Harris (born (1967-12-17)17 December 1967 Devizes Wiltshire England) is a British bass guitarist who was known as Jason James Harris until June 2001 when he legally changed his name to reflect his former nickname and adopted professional alias of Moose.,2,2,0.9997503672333318,0.0001639862261436,8,0.16644329,0.023538487,-0.23592944
The School of Law Christ University (SLCU) formerly known as Christ College of Law is one of the professional undergraduate schools of Christ University. It is situated in Bangalore India on the Christ University-Dharmaram College campus.SLCU is approved by the Bar Council of India to conduct the five year BA LLB and a five year BBA LLB programmes.,1,1,0.9999032554316519,-8.65837316864e-05,2,0.007844196,0.023645096,0.041252505
Tarzan: The Greystoke Legacy is a 2011 Young-adult novel by Andy Briggs that reboots the Tarzan book series to the present day. The novel was published in the United Kingdom by Faber and Faber and in the United States by Open Road Media. It has also been distributed in Canada.,2,13,0.9987991531023508,0.0017229403331707,1,-0.9734208,0.11563924,0.015260624
Sly Stone (born Sylvester Stewart March 15 1943 Denton Texas) is an American musician songwriter and record producer most famous for his role as frontman for Sly and the Family Stone a band which played a critical role in the development of soul funk and psychedelia in the 1960s and '70s. In 1993 he was inducted into the Rock and Roll Hall of Fame.,2,2,0.99975376740098,0.0001584136582568,8,0.29322177,0.025011672,-0.2733894
Jenness Pond is a 267-acre (1.08 km2) water body located primarily in Rockingham County in southern New Hampshire United States in the town of Northwood. A small portion of the pond at its northwest end lies in Pittsfield in Merrimack County. The pond's outlet Jenness Brook (called Narrows Brook farther downstream) is a feeder of Northwood Lake part of the Suncook River / Merrimack River / Gulf of Maine watershed.,0,7,0.9870234974022484,0.021022177191310002,10,-0.54640234,-0.28591445,0.54927295
Sc\u00e9vole de Sainte-Marthe (2 February 1536 \u2013 29 March 1623) was a French poet born in Loudun.,2,2,0.9997333272819436,0.0001919131684954,8,0.35076183,0.19844174,-0.22933233
Neil Bibby (born 6 September 1983) is a Labour Member of the Scottish Parliament representing the West of Scotland region. Bibby was elected to the Scottish Parliament in 2011 to represent the West of Scotland region as the Labour Party returned three members from the list.Born in Paisley 'The Bibster' grew up in Renfrewshire and went to the University of Glasgow. Bibby had been Chair of Young Labour UK and Chair of Scottish Labour Students.,2,4,0.9691013460150708,0.0503949657168409,0,-0.07887198,0.025800683,0.20138133
Albericus gudrunae is a species of frog in the Microhylidae family.It is endemic to Papua New Guinea.Its natural habitat is subtropical or tropical moist lowland forests.It is threatened by habitat loss.,0,9,0.9494540162807132,0.0825951658441283,6,0.03136764,0.38547963,-0.20507294
Southern Virginia University (SVU) is a liberal arts college located in Buena Vista Virginia. The school though not officially affiliated with a particular faith embraces the values of The Church of Jesus Christ of Latter-day Saints (LDS Church).,1,1,0.9999048225824112,-8.91521503345e-05,12,0.02516131,0.11053095,-0.11444027
Kairuku grebneffi is an extinct species of Giant Penguin. It is among the tallest and heaviest penguins attested to weighing 50% more than modern Emperor Penguins. The species is marked by a slender body and long slender beak. K. grebneffi lived in what is now New Zealand during the late Oligocene going extinct around 25 million years ago. The first bones of the species were discovered in 1977 but it was not classified as a distinct species until 2012.,0,9,0.8535070538411529,0.2398435774059549,7,0.009108712,0.20389363,-0.2289309
Stephen John Brown (born August 16 1948) is a Canadian composer. He holds ARCT Diplomas in both Theory and Composition from the Royal Conservatory of Music and is an Associate of the Canadian Music Centre. Brown is Department Head of Theory and Composition at the Victoria Conservatory of Music British Columbia and an examination designer and syllabus design consultant for the Royal Conservatory of Music of Toronto.,2,2,0.999748144605172,0.0001676289130899,8,0.45094007,0.12249885,-0.29203084
Bless You Boys: Diary of the Detroit Tigers' 1984 Season is a book written in 1984 by Sparky Anderson with Dan Ewald. The phrase Bless You Boys was the catchphrase adopted by Detroit sportscaster Al Ackerman for the 1984 Detroit Tigers team that started the year with a 35-5 start.,2,13,0.9992470384880698,0.0009888966107293,6,0.009673369,0.60397255,-0.15368077
Nanoco is a nanotechnology company located in Manchester United Kingdom founded in 2001. The company is a spinoff of research pursued at the University of Manchester.Nanoco Technologies is unique in the nanomaterials market as a company that manufactures large quantities of quantum dots in particular cadmium-free quantum dots.,0,0,0.9997122897605524,0.0002263917672739,11,0.13566537,-0.4197111,0.30674025
Jahanabad (Persian: \u062c\u0647\u0627\u0646 \u0627\u0628\u0627\u062f\u200e also Romanized as Jah\u0101n\u0101b\u0101d) is a village in Harirud Rural District Bujgan District Torbat-e Jam County Razavi Khorasan Province Iran. At the 2006 census its population was 514 in 117 families.,1,8,0.999679680912496,0.0002798347260643,0,-0.06850091,0.06075153,0.072161615
Litoria biakensis is a species of frog in the family Hylidae. It is endemic to Indonesia.,0,9,0.8971000286456303,0.1683986262687377,6,-0.08005527,1.2300593,-0.15079138
Matthew Talbot Baines QC DL (17 February 1799 \u2013 22 January 1860) was a British lawyer and Liberal politician. He most notably served as Chancellor of the Duchy of Lancaster in Lord Palmerston's 1855 to 1858 administration.,2,4,0.9994621921761621,0.000636279135054,6,0.36192292,0.39284104,-0.15677802
Kerry Murphy Healey (born April 30 1960) is the President of Babson College. She was the 70th Lieutenant Governor of Massachusetts from 2003 to 2007 with Governor Mitt Romney. She served as Foreign Policy Coordinator and Special Advisor on the Romney for President Campaign. Healey also served as the Republican National Committeewoman for the state of Massachusetts and serves on the boards of numerous charities and political organizations.,2,4,0.9733734451946171,0.0433933807480474,0,0.17110567,0.14839187,0.1720393
Adam Estoclet (born March 24 1989) is an American professional ice hockey player. He is currently playing for Hockey Milano Rossoblu of the Italian Elite.A. Estoclet played four seasons (2007-2011) of NCAA college hockey with Dartmouth College scoring 103 points in 127 games.,3,3,0.9996860750024436,0.0002693553897511,3,0.33955336,-0.38348666,-0.2711125
Ian Watson (born 10 April 1934) was a Liberal party member of the Canadian House of Commons. Born in Howick Quebec he was a lawyer by career.He first won office at Quebec's Ch\u00e2teauguay\u2014Huntingdon\u2014Laprairie riding in the 1963 federal election and was re-elected in 1965 1968 1972 and 1974. His riding was changed to La Prairie in 1968.In the 1979 election Watson campaigned and won in the Ch\u00e2teauguay riding and was re-elected there in 1980.,2,4,0.9879912648243976,0.0194360937341072,0,0.001264319,0.09868256,0.829044
Arnaud Di Pasquale (born 11 February 1979 in Casablanca Morocco) is a former professional male tennis player from France. Di Pasquale is best remembered for his bronze medal at the 2000 Summer Olympics in the men's singles event. He beat rising Swiss Roger Federer in the bronze medal match but more surprising was his straight sets victory over the well established Magnus Norman of Sweden in the tournament's 3rd round.,3,3,0.9996561064794875,0.0003184710940097,7,-0.019133082,0.1914892,0.5152664
Remb\u00f3w [\u02c8r\u025bmbuf] is a village in the administrative district of Gmina Rak\u00f3w within Kielce County \u015awi\u0119tokrzyskie Voivodeship in south-central Poland. It lies approximately 4 kilometres (2 mi) north of Rak\u00f3w and 36 km (22 mi) south-east of the regional capital Kielce.The village has a population of 330.,1,8,0.9994698241660892,0.0006237709924031,2,-0.044367883,0.02337217,0.14326864
Fan Chih-ku or Frank Fan (Chinese: \u8303\u690d\u8c37; pinyin: F\u00e0n Zh\u00edg\u01d4) is a politician in the Republic of China. He currently serves as the Administrative Deputy Minister of the Ministry of Transportation and Communications of the Republic of China since 2013. He also serves as the Director-General of the Taiwan Railways Administration.,2,4,0.9886476796197144,0.0183602891305557,0,0.14285834,0.1308554,0.008231963
The American Claimant is an 1892 novel by American humorist and writer Mark Twain. Twain wrote the novel with the help of phonographic dictation the first author (according to Twain himself) to do so. This was also (according to Twain) an attempt to write a book without mention of the weather the first of its kind in fictitious literature. Indeed all the weather is contained in an appendix at the back of the book which the reader is encouraged to turn to from time to time.,2,13,0.9997236451165672,0.00020778136366499998,8,0.12142399,-0.034690194,-0.41285685
The Journal of Economic Behavior and Organization is an academic journal published by Elsevier.,1,13,0.9100491693593248,0.1471761533884554,13,-0.114983685,-0.07736642,0.11990552
Eois tertulia is a moth in the Geometridae family. It is found in Ecuador.,1,9,0.9894592921328059,0.0170301294752384,1,-0.027383082,0.110264264,-0.16777907
Murakami is an impact crater on the far side of the Moon. To the south-southeast is the crater Mariotte. Murakami partly overlaps the western rim of the satellite crater Mariotte Z. To the southeast of Murakami and to the northeast of Mariotte is the smaller crater Das. This is a roughly circular bowl-shaped formation. There is some erosion along the rim including smaller craters overlapping the rim edge to the south and northeast.,0,7,0.9922088452219168,0.012523860128358998,7,-0.03163471,0.2970685,-0.06470636
Hannes Eder (born September 5 1983) is an Austrian football player.,3,3,0.9996867242629656,0.0002682913103558,3,0.48049992,-0.5866715,-0.36320725
Beaufort Co-operative Academy (formerly Beaufort Community School) is a mixed-gender secondary school and sixth form with academy status located in Tuffley Gloucester Gloucestershire England. The number of pupils currently attending is approximately 1200. Principal David Bishop joined Beaufort in 2012 during the new academic year taking over from Malcolm Bride. After only a year of being principal Bishop has made significant changes to the school.,1,1,0.9999052912628299,-8.99202752393e-05,12,0.1556783,0.1669326,-0.19445917
Shin Soo-Ji (Hangul: \uc2e0\uc218\uc9c0 born 8 January 1991 in Seoul) is a Korean rhythmic gymnast.,3,3,0.9996478643815636,0.0003319791486007,7,-0.029801402,0.21014707,0.073530145
The Roseville Covered Bridge also known as the Coxville covered bridge is southeast of Mecca Indiana. The double span Burr Arch covered bridge structure was built by Joseph J. Daniels in 1866. The bridge is 281 feet (86 m) long 16 feet (4.9 m) wide and 12.5 feet (3.8 m) high.,0,6,0.9867558801771912,0.0214607776688742,0,-0.059874382,-0.17466055,0.13758881
Glottiphyllum longum is a species of succulent plant in the Aizoaceae family native to South Africa.,0,10,0.9710965142204824,0.0471250651058939,13,-0.7260127,-0.19504337,0.7569421
Arnaud G\u00e9rard (born 6 October 1984 in Dinan C\u00f4tes-d'Armor) is a French professional road bicycle racer for UCI Professional Continental Team Bretagne-S\u00e9ch\u00e9 Environnement. He is the cousin of former professional cyclist C\u00e9dric Herv\u00e9.,3,3,0.9996373241505776,0.0003492536358581,7,-0.06680213,0.057384636,-0.08305924
Broad Bay is a 464 acres (1.88 km2) lake located in Carroll County in eastern New Hampshire United States in the towns of Freedom and Ossipee. Broad Bay is part of a chain of four lakes with identical water levels due to a dam located downstream in Effingham Falls New Hampshire. Upstream a channel connects Broad Bay to Ossipee Lake while a channel leads downstream through Leavitt Bay and Berry Bay to the start of the Ossipee River which flows east into Maine and the Saco River.,0,7,0.9743494791572196,0.0417937491771539,7,-0.22125542,0.038515605,-0.04170434
Phoradendron capitellatum Torr. (downy mistletoe or hairy mistletoe) is a hemiparasitic plant native to Arizona New Mexico Chihuahua and Sonora. It grows mostly on junipers (Juniperus spp) at elevations of 800-1700 m (2800-5500 feet). It is distinguished by having short densely puberulent leaves usually less than 3 cm long. Flowers are also pubescent. Berries are pink to white about 3 mm in diam.,0,10,0.9568297292516996,0.0705070379937633,13,-0.45502356,-0.0038304667,0.094784774
